Customer ID,City,Age,Cuisine Preference,Veg Nonveg Egg Preference,App Usage Frequency,Time Preference,Course Preference,avg_order_value,avg_order_items,total_orders
100904,Mumbai,18,"[0.15, 0.3, 0.11, 0.2, 0.02, 0.06, 0.16]","[0.27, 0.46, 0.27]",medium,"[0.0, 0.29, 0.07, 0.6, 0.04]","[0.14, 0.1, 0.17, 0.21, 0.38]",599.5675675675676,5.594594594594595,37
100905,Bangalore,19,"[0.01, 0.12, 0.14, 0.4, 0.01, 0.04, 0.28]","[0.15, 0.67, 0.18]",low,"[0.0, 0.46, 0.26, 0.24, 0.04]","[0.11, 0.27, 0.25, 0.2, 0.17]",578.2,4.28,25
100906,Chennai,29,"[0.01, 0.44, 0.1, 0.09, 0.06, 0.24, 0.06]","[0.62, 0.23, 0.15]",medium,"[0.35, 0.13, 0.11, 0.4, 0.01]","[0.31, 0.16, 0.16, 0.04, 0.33]",756.0909090909091,6.2272727272727275,44
100907,Delhi,37,"[0.3, 0.01, 0.37, 0.02, 0.12, 0.13, 0.05]","[1.0, 0.0, 0.0]",low,"[0.0, 0.33, 0.14, 0.15, 0.38]","[0.3, 0.28, 0.2, 0.1, 0.12]",475.7916666666667,3.125,24
100908,Bangalore,57,"[0.23, 0.36, 0.06, 0.11, 0.07, 0.03, 0.14]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.4, 0.04, 0.5, 0.06]","[0.23, 0.22, 0.15, 0.16, 0.24]",695.6136363636364,5.590909090909091,44
100909,Delhi,18,"[0.46, 0.25, 0.15, 0.02, 0.09, 0.0, 0.03]","[0.04, 0.3, 0.66]",high,"[0.0, 0.13, 0.21, 0.62, 0.04]","[0.32, 0.06, 0.22, 0.14, 0.26]",663.0641025641025,5.897435897435898,78
100910,Bangalore,18,"[0.32, 0.27, 0.02, 0.06, 0.02, 0.21, 0.1]","[0.58, 0.34, 0.08]",high,"[0.0, 0.41, 0.2, 0.37, 0.02]","[0.11, 0.25, 0.19, 0.16, 0.29]",735.7555555555556,6.144444444444445,90
100911,Chennai,29,"[0.13, 0.57, 0.06, 0.09, 0.09, 0.01, 0.05]","[0.35, 0.55, 0.1]",low,"[0.0, 0.06, 0.45, 0.14, 0.35]","[0.3, 0.27, 0.18, 0.16, 0.09]",714.8695652173913,6.304347826086956,23
100912,Chennai,23,"[0.0, 0.26, 0.14, 0.15, 0.19, 0.19, 0.07]","[0.36, 0.36, 0.28]",medium,"[0.0, 0.34, 0.34, 0.28, 0.04]","[0.5, 0.03, 0.14, 0.19, 0.14]",442.8333333333333,3.8541666666666665,48
100913,Mumbai,18,"[0.04, 0.16, 0.11, 0.17, 0.18, 0.14, 0.2]","[0.68, 0.3, 0.02]",low,"[0.0, 0.08, 0.17, 0.38, 0.37]","[0.11, 0.12, 0.08, 0.11, 0.58]",629.3846153846154,5.1923076923076925,26
100914,Chennai,27,"[0.06, 0.07, 0.3, 0.3, 0.11, 0.08, 0.08]","[0.13, 0.77, 0.1]",high,"[0.0, 0.42, 0.33, 0.23, 0.02]","[0.38, 0.27, 0.27, 0.01, 0.07]",787.4857142857143,4.457142857142857,70
100915,Bangalore,46,"[0.01, 0.24, 0.37, 0.1, 0.01, 0.09, 0.18]","[0.59, 0.4, 0.01]",low,"[0.0, 0.12, 0.16, 0.46, 0.26]","[0.28, 0.25, 0.17, 0.08, 0.22]",1166.6923076923076,7.423076923076923,26
100916,Bangalore,21,"[0.03, 0.09, 0.08, 0.13, 0.18, 0.1, 0.39]","[0.79, 0.0, 0.21]",low,"[0.0, 0.2, 0.19, 0.34, 0.27]","[0.25, 0.06, 0.22, 0.03, 0.44]",442.51724137931035,3.413793103448276,29
100917,Chennai,18,"[0.0, 0.34, 0.09, 0.15, 0.22, 0.08, 0.12]","[0.34, 0.36, 0.3]",low,"[0.32, 0.26, 0.23, 0.08, 0.11]","[0.29, 0.1, 0.16, 0.03, 0.42]",521.5,4.083333333333333,24
100918,Bangalore,51,"[0.22, 0.18, 0.25, 0.04, 0.05, 0.07, 0.19]","[0.11, 0.47, 0.42]",low,"[0.0, 0.3, 0.1, 0.4, 0.2]","[0.23, 0.45, 0.19, 0.02, 0.11]",1068.9642857142858,6.25,28
100919,Delhi,30,"[0.17, 0.13, 0.38, 0.11, 0.05, 0.13, 0.03]","[0.15, 0.73, 0.12]",medium,"[0.0, 0.11, 0.1, 0.58, 0.21]","[0.14, 0.35, 0.13, 0.03, 0.35]",581.0816326530612,3.326530612244898,49
100920,Chennai,41,"[0.0, 0.36, 0.27, 0.11, 0.1, 0.06, 0.1]","[1.0, 0.0, 0.0]",low,"[0.0, 0.06, 0.07, 0.69, 0.18]","[0.48, 0.24, 0.02, 0.02, 0.24]",659.1071428571429,4.392857142857143,28
100921,Delhi,18,"[0.1, 0.08, 0.2, 0.15, 0.14, 0.24, 0.09]","[0.2, 0.75, 0.05]",medium,"[0.0, 0.34, 0.15, 0.26, 0.25]","[0.44, 0.15, 0.06, 0.14, 0.21]",911.15,6.075,40
100922,Delhi,28,"[0.36, 0.04, 0.11, 0.03, 0.05, 0.27, 0.14]","[0.38, 0.61, 0.01]",medium,"[0.0, 0.29, 0.13, 0.5, 0.08]","[0.28, 0.36, 0.09, 0.02, 0.25]",782.8947368421053,4.526315789473684,38
100923,Bangalore,59,"[0.03, 0.07, 0.09, 0.12, 0.26, 0.25, 0.18]","[0.39, 0.27, 0.34]",medium,"[0.0, 0.27, 0.23, 0.29, 0.21]","[0.32, 0.18, 0.14, 0.01, 0.35]",608.1020408163265,4.326530612244898,49
100924,Chennai,26,"[0.03, 0.4, 0.12, 0.05, 0.19, 0.13, 0.08]","[0.36, 0.63, 0.01]",low,"[0.0, 0.44, 0.18, 0.24, 0.14]","[0.43, 0.11, 0.28, 0.01, 0.17]",898.1666666666666,6.833333333333333,30
100925,Delhi,43,"[0.21, 0.06, 0.3, 0.05, 0.09, 0.24, 0.05]","[0.05, 0.72, 0.23]",high,"[0.0, 0.48, 0.07, 0.32, 0.13]","[0.53, 0.14, 0.1, 0.0, 0.23]",852.1518987341772,5.2784810126582276,79
100926,Delhi,18,"[0.21, 0.03, 0.24, 0.07, 0.2, 0.05, 0.2]","[0.46, 0.3, 0.24]",low,"[0.0, 0.2, 0.04, 0.48, 0.28]","[0.38, 0.07, 0.08, 0.05, 0.42]",749.5625,5.6875,32
100927,Bangalore,21,"[0.14, 0.25, 0.2, 0.05, 0.05, 0.15, 0.16]","[0.72, 0.0, 0.28]",high,"[0.0, 0.33, 0.25, 0.26, 0.16]","[0.07, 0.06, 0.07, 0.48, 0.32]",448.421686746988,5.301204819277109,83
100928,Bangalore,37,"[0.17, 0.35, 0.11, 0.09, 0.01, 0.08, 0.19]","[0.94, 0.0, 0.06]",medium,"[0.0, 0.27, 0.2, 0.45, 0.08]","[0.06, 0.33, 0.11, 0.08, 0.42]",577.3947368421053,4.605263157894737,38
100929,Mumbai,39,"[0.35, 0.27, 0.07, 0.17, 0.01, 0.04, 0.09]","[0.91, 0.0, 0.09]",medium,"[0.0, 0.26, 0.1, 0.34, 0.3]","[0.31, 0.3, 0.17, 0.11, 0.11]",678.8809523809524,4.4523809523809526,42
100930,Bangalore,18,"[0.14, 0.12, 0.2, 0.04, 0.16, 0.18, 0.16]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.19, 0.14, 0.65, 0.02]","[0.24, 0.09, 0.18, 0.16, 0.33]",621.7727272727273,5.113636363636363,44
100931,Mumbai,47,"[0.09, 0.12, 0.14, 0.08, 0.22, 0.25, 0.1]","[1.0, 0.0, 0.0]",low,"[0.0, 0.13, 0.24, 0.54, 0.09]","[0.22, 0.33, 0.09, 0.16, 0.2]",870.0322580645161,6.0,31
100932,Delhi,31,"[0.23, 0.08, 0.21, 0.14, 0.15, 0.15, 0.04]","[0.61, 0.17, 0.22]",medium,"[0.0, 0.2, 0.18, 0.38, 0.24]","[0.43, 0.13, 0.11, 0.03, 0.3]",801.6382978723404,5.680851063829787,47
100933,Chennai,28,"[0.01, 0.41, 0.14, 0.06, 0.12, 0.15, 0.11]","[0.79, 0.21, 0.0]",low,"[0.0, 0.19, 0.22, 0.51, 0.08]","[0.34, 0.14, 0.17, 0.12, 0.23]",603.48,5.48,25
100934,Delhi,24,"[0.23, 0.02, 0.26, 0.14, 0.04, 0.24, 0.07]","[0.48, 0.35, 0.17]",medium,"[0.0, 0.51, 0.12, 0.22, 0.15]","[0.37, 0.07, 0.17, 0.11, 0.28]",675.0377358490566,5.09433962264151,53
100935,Delhi,18,"[0.37, 0.11, 0.17, 0.05, 0.03, 0.07, 0.2]","[0.17, 0.34, 0.49]",low,"[0.0, 0.27, 0.17, 0.21, 0.35]","[0.2, 0.16, 0.24, 0.11, 0.29]",826.875,5.65,40
100936,Mumbai,18,"[0.04, 0.06, 0.22, 0.24, 0.13, 0.04, 0.27]","[0.18, 0.68, 0.14]",medium,"[0.0, 0.19, 0.25, 0.32, 0.24]","[0.27, 0.43, 0.04, 0.16, 0.1]",913.0,4.906976744186046,43
100937,Delhi,27,"[0.31, 0.05, 0.12, 0.17, 0.02, 0.3, 0.03]","[0.17, 0.68, 0.15]",low,"[0.0, 0.54, 0.08, 0.14, 0.24]","[0.29, 0.14, 0.19, 0.02, 0.36]",522.6785714285714,3.857142857142857,28
100938,Bangalore,23,"[0.18, 0.31, 0.07, 0.0, 0.21, 0.04, 0.19]","[0.98, 0.0, 0.02]",medium,"[0.0, 0.31, 0.14, 0.33, 0.22]","[0.24, 0.25, 0.07, 0.08, 0.36]",638.7368421052631,4.7368421052631575,38
100939,Bangalore,52,"[0.11, 0.4, 0.06, 0.14, 0.04, 0.0, 0.25]","[1.0, 0.0, 0.0]",low,"[0.0, 0.48, 0.02, 0.37, 0.13]","[0.27, 0.45, 0.01, 0.1, 0.17]",496.8857142857143,3.2285714285714286,35
100940,Delhi,28,"[0.53, 0.0, 0.23, 0.04, 0.01, 0.12, 0.07]","[1.0, 0.0, 0.0]",low,"[0.0, 0.16, 0.29, 0.47, 0.08]","[0.06, 0.17, 0.23, 0.12, 0.42]",425.03846153846155,3.076923076923077,26
100941,Mumbai,41,"[0.29, 0.17, 0.08, 0.14, 0.1, 0.0, 0.22]","[0.1, 0.36, 0.54]",medium,"[0.0, 0.43, 0.3, 0.2, 0.07]","[0.11, 0.47, 0.26, 0.05, 0.11]",792.969696969697,4.696969696969697,33
100942,Mumbai,27,"[0.17, 0.34, 0.03, 0.15, 0.03, 0.06, 0.22]","[1.0, 0.0, 0.0]",low,"[0.0, 0.3, 0.34, 0.16, 0.2]","[0.28, 0.23, 0.05, 0.02, 0.42]",861.4545454545455,6.393939393939394,33
100943,Chennai,18,"[0.07, 0.31, 0.13, 0.14, 0.09, 0.12, 0.14]","[0.29, 0.64, 0.07]",low,"[0.0, 0.41, 0.18, 0.23, 0.18]","[0.21, 0.37, 0.17, 0.21, 0.04]",791.7142857142857,5.190476190476191,21
100944,Chennai,24,"[0.13, 0.17, 0.36, 0.13, 0.02, 0.09, 0.1]","[0.11, 0.42, 0.47]",medium,"[0.0, 0.38, 0.1, 0.26, 0.26]","[0.32, 0.15, 0.04, 0.27, 0.22]",356.975,2.75,40
100945,Delhi,36,"[0.34, 0.05, 0.16, 0.11, 0.1, 0.14, 0.1]","[0.08, 0.72, 0.2]",medium,"[0.0, 0.36, 0.06, 0.27, 0.31]","[0.4, 0.18, 0.14, 0.08, 0.2]",737.1136363636364,4.659090909090909,44
100946,Bangalore,26,"[0.05, 0.1, 0.09, 0.13, 0.07, 0.31, 0.25]","[0.3, 0.29, 0.41]",medium,"[0.0, 0.27, 0.35, 0.34, 0.04]","[0.44, 0.21, 0.11, 0.03, 0.21]",687.7837837837837,4.513513513513513,37
100947,Delhi,28,"[0.61, 0.0, 0.13, 0.07, 0.07, 0.12, 0.0]","[1.0, 0.0, 0.0]",low,"[0.0, 0.07, 0.49, 0.27, 0.17]","[0.32, 0.3, 0.07, 0.04, 0.27]",1024.5925925925926,6.7407407407407405,27
100948,Mumbai,18,"[0.07, 0.07, 0.08, 0.33, 0.13, 0.07, 0.25]","[0.25, 0.45, 0.3]",medium,"[0.0, 0.42, 0.12, 0.2, 0.26]","[0.16, 0.34, 0.14, 0.09, 0.27]",693.5217391304348,4.543478260869565,46
100949,Mumbai,23,"[0.07, 0.19, 0.24, 0.23, 0.03, 0.06, 0.18]","[0.72, 0.0, 0.28]",medium,"[0.0, 0.37, 0.12, 0.37, 0.14]","[0.18, 0.27, 0.11, 0.3, 0.14]",852.4857142857143,6.885714285714286,35
100950,Mumbai,29,"[0.24, 0.23, 0.08, 0.36, 0.0, 0.0, 0.09]","[0.41, 0.35, 0.24]",low,"[0.0, 0.25, 0.21, 0.31, 0.23]","[0.13, 0.54, 0.08, 0.04, 0.21]",923.4090909090909,5.2727272727272725,22
100951,Delhi,18,"[0.26, 0.07, 0.37, 0.01, 0.11, 0.16, 0.02]","[0.17, 0.45, 0.38]",medium,"[0.0, 0.39, 0.03, 0.47, 0.11]","[0.11, 0.45, 0.11, 0.14, 0.19]",1221.8979591836735,6.36734693877551,49
100952,Chennai,18,"[0.01, 0.29, 0.26, 0.03, 0.02, 0.13, 0.26]","[0.06, 0.52, 0.42]",low,"[0.0, 0.27, 0.33, 0.23, 0.17]","[0.35, 0.06, 0.11, 0.23, 0.25]",541.1290322580645,4.935483870967742,31
100953,Delhi,30,"[0.17, 0.07, 0.32, 0.1, 0.23, 0.07, 0.04]","[0.79, 0.0, 0.21]",low,"[0.0, 0.42, 0.08, 0.21, 0.29]","[0.7, 0.06, 0.2, 0.02, 0.02]",651.1538461538462,4.269230769230769,26
100954,Bangalore,36,"[0.06, 0.17, 0.07, 0.12, 0.09, 0.19, 0.3]","[0.41, 0.47, 0.12]",medium,"[0.0, 0.52, 0.08, 0.27, 0.13]","[0.27, 0.22, 0.21, 0.25, 0.05]",547.6511627906976,4.3023255813953485,43
100955,Chennai,39,"[0.14, 0.27, 0.14, 0.18, 0.04, 0.2, 0.03]","[0.27, 0.61, 0.12]",low,"[0.0, 0.28, 0.05, 0.38, 0.29]","[0.23, 0.32, 0.17, 0.06, 0.22]",700.5483870967741,4.870967741935484,31
100956,Bangalore,19,"[0.12, 0.12, 0.2, 0.19, 0.09, 0.14, 0.14]","[0.25, 0.58, 0.17]",medium,"[0.23, 0.21, 0.11, 0.44, 0.01]","[0.12, 0.12, 0.18, 0.1, 0.48]",590.2083333333334,4.875,48
100957,Delhi,32,"[0.34, 0.08, 0.18, 0.14, 0.08, 0.16, 0.02]","[0.52, 0.0, 0.48]",high,"[0.06, 0.3, 0.21, 0.35, 0.08]","[0.2, 0.25, 0.02, 0.15, 0.38]",773.6888888888889,6.011111111111111,90
100958,Delhi,25,"[0.3, 0.15, 0.25, 0.09, 0.1, 0.1, 0.01]","[0.22, 0.68, 0.1]",medium,"[0.0, 0.26, 0.15, 0.51, 0.08]","[0.11, 0.16, 0.09, 0.14, 0.5]",715.3181818181819,5.840909090909091,44
100959,Chennai,39,"[0.02, 0.3, 0.08, 0.05, 0.34, 0.09, 0.12]","[0.48, 0.37, 0.15]",medium,"[0.0, 0.31, 0.24, 0.32, 0.13]","[0.29, 0.17, 0.45, 0.01, 0.08]",712.8372093023256,4.837209302325581,43
100960,Mumbai,24,"[0.12, 0.09, 0.37, 0.18, 0.04, 0.07, 0.13]","[0.63, 0.18, 0.19]",medium,"[0.0, 0.26, 0.4, 0.19, 0.15]","[0.13, 0.32, 0.11, 0.34, 0.1]",567.4571428571429,3.6857142857142855,35
100961,Bangalore,35,"[0.22, 0.21, 0.14, 0.13, 0.05, 0.15, 0.1]","[1.0, 0.0, 0.0]",medium,"[0.46, 0.07, 0.2, 0.2, 0.07]","[0.1, 0.18, 0.19, 0.07, 0.46]",521.1590909090909,3.977272727272727,44
100962,Mumbai,31,"[0.19, 0.13, 0.09, 0.36, 0.07, 0.05, 0.11]","[1.0, 0.0, 0.0]",low,"[0.0, 0.12, 0.09, 0.48, 0.31]","[0.3, 0.14, 0.11, 0.13, 0.32]",449.60869565217394,3.6956521739130435,23
100963,Delhi,25,"[0.23, 0.04, 0.24, 0.04, 0.05, 0.2, 0.2]","[0.41, 0.47, 0.12]",low,"[0.27, 0.27, 0.12, 0.32, 0.02]","[0.25, 0.07, 0.07, 0.09, 0.52]",896.2380952380952,7.142857142857143,21
100964,Bangalore,26,"[0.09, 0.2, 0.09, 0.12, 0.01, 0.17, 0.32]","[0.21, 0.64, 0.15]",medium,"[0.0, 0.26, 0.06, 0.63, 0.05]","[0.07, 0.57, 0.01, 0.01, 0.34]",434.8333333333333,2.5208333333333335,48
100965,Chennai,18,"[0.23, 0.44, 0.06, 0.0, 0.17, 0.0, 0.1]","[1.0, 0.0, 0.0]",low,"[0.0, 0.29, 0.07, 0.21, 0.43]","[0.57, 0.1, 0.14, 0.08, 0.11]",882.5833333333334,7.208333333333333,24
100966,Chennai,18,"[0.17, 0.19, 0.26, 0.07, 0.13, 0.09, 0.09]","[0.24, 0.34, 0.42]",medium,"[0.0, 0.06, 0.21, 0.69, 0.04]","[0.39, 0.3, 0.04, 0.03, 0.24]",694.6538461538462,4.326923076923077,52
100967,Delhi,18,"[0.24, 0.0, 0.18, 0.06, 0.08, 0.44, 0.0]","[0.39, 0.53, 0.08]",high,"[0.0, 0.48, 0.31, 0.2, 0.01]","[0.36, 0.15, 0.01, 0.18, 0.3]",833.2446808510638,6.404255319148936,94
100968,Mumbai,29,"[0.14, 0.16, 0.02, 0.22, 0.15, 0.21, 0.1]","[1.0, 0.0, 0.0]",high,"[0.0, 0.4, 0.03, 0.25, 0.32]","[0.1, 0.61, 0.14, 0.04, 0.11]",973.6024096385543,5.686746987951807,83
100969,Delhi,42,"[0.23, 0.02, 0.24, 0.08, 0.27, 0.15, 0.01]","[1.0, 0.0, 0.0]",high,"[0.0, 0.33, 0.08, 0.24, 0.35]","[0.33, 0.13, 0.27, 0.09, 0.18]",519.8988764044943,3.707865168539326,89
100970,Chennai,45,"[0.0, 0.29, 0.44, 0.02, 0.05, 0.07, 0.13]","[0.2, 0.62, 0.18]",medium,"[0.0, 0.33, 0.11, 0.15, 0.41]","[0.69, 0.02, 0.16, 0.05, 0.08]",511.0652173913044,3.260869565217391,46
100971,Mumbai,30,"[0.19, 0.12, 0.12, 0.27, 0.03, 0.06, 0.21]","[0.54, 0.29, 0.17]",medium,"[0.0, 0.09, 0.16, 0.47, 0.28]","[0.21, 0.33, 0.11, 0.1, 0.25]",589.046511627907,3.813953488372093,43
100972,Bangalore,52,"[0.02, 0.3, 0.19, 0.14, 0.04, 0.2, 0.11]","[0.9, 0.0, 0.1]",high,"[0.0, 0.26, 0.08, 0.47, 0.19]","[0.36, 0.23, 0.08, 0.17, 0.16]",670.3417721518987,5.0,79
100973,Mumbai,43,"[0.3, 0.16, 0.08, 0.1, 0.04, 0.0, 0.32]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.47, 0.15, 0.24, 0.14]","[0.34, 0.29, 0.27, 0.06, 0.04]",456.4761904761905,2.880952380952381,42
100974,Mumbai,42,"[0.12, 0.19, 0.12, 0.35, 0.02, 0.11, 0.09]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.1, 0.12, 0.67, 0.11]","[0.35, 0.33, 0.04, 0.01, 0.27]",502.175,3.475,40
100975,Chennai,18,"[0.14, 0.18, 0.36, 0.03, 0.09, 0.11, 0.09]","[0.21, 0.77, 0.02]",low,"[0.0, 0.13, 0.24, 0.43, 0.2]","[0.09, 0.18, 0.25, 0.14, 0.34]",700.4166666666666,5.041666666666667,24
100976,Chennai,52,"[0.11, 0.09, 0.33, 0.09, 0.04, 0.13, 0.21]","[0.38, 0.57, 0.05]",low,"[0.0, 0.13, 0.12, 0.67, 0.08]","[0.41, 0.18, 0.1, 0.04, 0.27]",908.2592592592592,5.925925925925926,27
100977,Delhi,50,"[0.28, 0.0, 0.42, 0.11, 0.07, 0.06, 0.06]","[0.2, 0.79, 0.01]",low,"[0.0, 0.19, 0.29, 0.38, 0.14]","[0.35, 0.11, 0.06, 0.05, 0.43]",426.04545454545456,2.727272727272727,22
100978,Bangalore,18,"[0.01, 0.24, 0.1, 0.09, 0.08, 0.16, 0.32]","[0.53, 0.46, 0.01]",low,"[0.0, 0.04, 0.23, 0.57, 0.16]","[0.11, 0.1, 0.11, 0.25, 0.43]",485.8235294117647,4.294117647058823,34
100979,Mumbai,22,"[0.38, 0.18, 0.08, 0.18, 0.01, 0.01, 0.16]","[0.29, 0.66, 0.05]",medium,"[0.0, 0.37, 0.1, 0.31, 0.22]","[0.38, 0.25, 0.17, 0.04, 0.16]",616.8857142857142,3.6857142857142855,35
100980,Chennai,24,"[0.19, 0.18, 0.2, 0.0, 0.26, 0.02, 0.15]","[0.56, 0.43, 0.01]",low,"[0.0, 0.26, 0.34, 0.14, 0.26]","[0.22, 0.27, 0.11, 0.11, 0.29]",1011.0416666666666,6.791666666666667,24
100981,Delhi,42,"[0.25, 0.03, 0.14, 0.23, 0.13, 0.2, 0.02]","[0.5, 0.19, 0.31]",medium,"[0.0, 0.11, 0.27, 0.34, 0.28]","[0.19, 0.26, 0.21, 0.03, 0.31]",743.469387755102,5.081632653061225,49
100982,Mumbai,18,"[0.27, 0.11, 0.2, 0.16, 0.08, 0.1, 0.08]","[0.33, 0.48, 0.19]",low,"[0.0, 0.11, 0.18, 0.31, 0.4]","[0.49, 0.24, 0.13, 0.09, 0.05]",867.84375,5.34375,32
100983,Bangalore,18,"[0.02, 0.2, 0.1, 0.2, 0.06, 0.21, 0.21]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.15, 0.12, 0.25, 0.48]","[0.47, 0.16, 0.14, 0.16, 0.07]",603.468085106383,4.446808510638298,47
100984,Delhi,38,"[0.29, 0.1, 0.21, 0.05, 0.08, 0.26, 0.01]","[0.83, 0.0, 0.17]",high,"[0.0, 0.14, 0.1, 0.59, 0.17]","[0.41, 0.12, 0.05, 0.03, 0.39]",851.0674157303371,6.53932584269663,89
100985,Bangalore,24,"[0.05, 0.22, 0.13, 0.11, 0.09, 0.27, 0.13]","[0.27, 0.22, 0.51]",medium,"[0.0, 0.27, 0.26, 0.34, 0.13]","[0.06, 0.27, 0.23, 0.17, 0.27]",410.55882352941177,3.235294117647059,34
100986,Delhi,32,"[0.26, 0.01, 0.07, 0.14, 0.04, 0.22, 0.26]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.19, 0.05, 0.45, 0.31]","[0.07, 0.19, 0.15, 0.04, 0.55]",404.468085106383,3.1702127659574466,47
100987,Mumbai,18,"[0.22, 0.27, 0.04, 0.25, 0.03, 0.01, 0.18]","[0.37, 0.36, 0.27]",low,"[0.0, 0.27, 0.2, 0.4, 0.13]","[0.03, 0.13, 0.16, 0.02, 0.66]",781.741935483871,6.870967741935484,31
100988,Bangalore,26,"[0.13, 0.12, 0.18, 0.19, 0.1, 0.06, 0.22]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.2, 0.09, 0.41, 0.3]","[0.06, 0.43, 0.19, 0.06, 0.26]",499.425,3.25,40
100989,Chennai,24,"[0.04, 0.29, 0.24, 0.05, 0.04, 0.08, 0.26]","[0.55, 0.1, 0.35]",medium,"[0.0, 0.24, 0.22, 0.45, 0.09]","[0.24, 0.08, 0.19, 0.06, 0.43]",794.0,6.324324324324325,37
100990,Bangalore,57,"[0.16, 0.15, 0.22, 0.13, 0.02, 0.24, 0.08]","[1.0, 0.0, 0.0]",low,"[0.0, 0.19, 0.15, 0.58, 0.08]","[0.23, 0.2, 0.03, 0.02, 0.52]",1032.78125,7.6875,32
100991,Chennai,18,"[0.08, 0.31, 0.23, 0.04, 0.06, 0.22, 0.06]","[0.52, 0.0, 0.48]",medium,"[0.0, 0.36, 0.07, 0.5, 0.07]","[0.46, 0.19, 0.03, 0.04, 0.28]",638.9473684210526,5.394736842105263,38
100992,Bangalore,22,"[0.02, 0.26, 0.21, 0.15, 0.1, 0.09, 0.17]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.44, 0.04, 0.34, 0.18]","[0.1, 0.18, 0.34, 0.14, 0.24]",457.3953488372093,3.8372093023255816,43
100993,Chennai,38,"[0.01, 0.17, 0.15, 0.07, 0.22, 0.22, 0.16]","[1.0, 0.0, 0.0]",low,"[0.0, 0.18, 0.07, 0.46, 0.29]","[0.16, 0.16, 0.37, 0.14, 0.17]",730.5555555555555,6.444444444444445,18
100994,Mumbai,52,"[0.3, 0.31, 0.13, 0.13, 0.01, 0.01, 0.11]","[0.34, 0.58, 0.08]",high,"[0.0, 0.12, 0.41, 0.25, 0.22]","[0.27, 0.55, 0.03, 0.03, 0.12]",1347.3736263736264,6.945054945054945,91
100995,Delhi,23,"[0.11, 0.18, 0.14, 0.08, 0.08, 0.32, 0.09]","[0.72, 0.15, 0.13]",medium,"[0.0, 0.15, 0.19, 0.44, 0.22]","[0.28, 0.09, 0.09, 0.2, 0.34]",753.0512820512821,6.461538461538462,39
100996,Bangalore,24,"[0.02, 0.46, 0.18, 0.12, 0.0, 0.1, 0.12]","[0.04, 0.93, 0.03]",low,"[0.31, 0.07, 0.16, 0.32, 0.14]","[0.26, 0.06, 0.02, 0.17, 0.49]",419.4782608695652,4.130434782608695,23
100997,Bangalore,24,"[0.29, 0.12, 0.04, 0.19, 0.05, 0.17, 0.14]","[0.7, 0.0, 0.3]",medium,"[0.0, 0.13, 0.14, 0.66, 0.07]","[0.18, 0.15, 0.07, 0.43, 0.17]",308.2888888888889,2.888888888888889,45
100998,Chennai,37,"[0.11, 0.29, 0.21, 0.11, 0.16, 0.03, 0.09]","[0.18, 0.78, 0.04]",high,"[0.0, 0.27, 0.08, 0.47, 0.18]","[0.5, 0.18, 0.13, 0.06, 0.13]",905.5189873417721,6.012658227848101,79
100999,Mumbai,23,"[0.14, 0.33, 0.09, 0.22, 0.01, 0.05, 0.16]","[0.64, 0.19, 0.17]",low,"[0.15, 0.17, 0.15, 0.5, 0.03]","[0.25, 0.14, 0.03, 0.26, 0.32]",665.2083333333334,6.375,24
101000,Bangalore,19,"[0.09, 0.16, 0.07, 0.19, 0.1, 0.16, 0.23]","[0.19, 0.55, 0.26]",medium,"[0.0, 0.39, 0.15, 0.45, 0.01]","[0.23, 0.33, 0.04, 0.07, 0.33]",695.4102564102565,4.3076923076923075,39
101001,Bangalore,26,"[0.07, 0.12, 0.15, 0.16, 0.1, 0.11, 0.29]","[1.0, 0.0, 0.0]",high,"[0.0, 0.42, 0.27, 0.25, 0.06]","[0.38, 0.09, 0.29, 0.13, 0.11]",762.670731707317,5.597560975609756,82
101002,Delhi,41,"[0.16, 0.19, 0.33, 0.06, 0.03, 0.17, 0.06]","[0.71, 0.0, 0.29]",medium,"[0.0, 0.74, 0.02, 0.1, 0.14]","[0.06, 0.27, 0.05, 0.11, 0.51]",698.9428571428572,5.942857142857143,35
101003,Bangalore,21,"[0.1, 0.43, 0.03, 0.13, 0.06, 0.13, 0.12]","[0.41, 0.25, 0.34]",low,"[0.0, 0.17, 0.21, 0.34, 0.28]","[0.21, 0.48, 0.01, 0.04, 0.26]",607.3666666666667,4.466666666666667,30
101004,Chennai,18,"[0.15, 0.32, 0.14, 0.09, 0.14, 0.09, 0.07]","[0.1, 0.88, 0.02]",medium,"[0.0, 0.45, 0.21, 0.29, 0.05]","[0.52, 0.14, 0.15, 0.06, 0.13]",787.0370370370371,4.944444444444445,54
101005,Mumbai,18,"[0.05, 0.08, 0.4, 0.19, 0.01, 0.12, 0.15]","[0.45, 0.36, 0.19]",low,"[0.0, 0.36, 0.21, 0.27, 0.16]","[0.3, 0.24, 0.12, 0.03, 0.31]",754.2666666666667,4.2,15
